date,scheme_code,nav,daily_return,is_return_outlier,log_return,rolling_30d_vol,rolling_90d_vol,rolling_252d_vol,week52_high,week52_low,year,month,quarter,month_name,scheme_name,category,sub_category,amc_name,benchmark,risk_level
2021-06-04,119551,200.0289,,False,,,,,200.0289,200.0289,2021,6,2,Jun,HDFC Short Term Debt Fund - Regular Plan - Growth,Debt,Short Duration,HDFC MF,CRISIL Short Term Bond TRI,Moderate
2021-06-07,119551,199.9398,-0.0004454356345507948,False,-0.00044553487047296344,,,,200.0289,199.9398,2021,6,2,Jun,HDFC Short Term Debt Fund - Regular Plan - Growth,Debt,Short Duration,HDFC MF,CRISIL Short Term Bond TRI,Moderate
2021-06-08,119551,199.7225,-0.0010868271349675496,False,-0.0010874181598449233,,,,200.0289,199.7225,2021,6,2,Jun,HDFC Short Term Debt Fund - Regular Plan - Growth,Debt,Short Duration,HDFC MF,CRISIL Short Term Bond TRI,Moderate
2021-06-09,119551,199.5878,-0.0006744357796443223,False,-0.0006746633137652747,,,,200.0289,199.5878,2021,6,2,Jun,HDFC Short Term Debt Fund - Regular Plan - Growth,Debt,Short Duration,HDFC MF,CRISIL Short Term Bond TRI,Moderate
2021-06-10,119551,199.1472,-0.0022075497600554383,False,-0.002209989989974421,,,,200.0289,199.1472,2021,6,2,Jun,HDFC Short Term Debt Fund - Regular Plan - Growth,Debt,Short Duration,HDFC MF,CRISIL Short Term Bond TRI,Moderate
2021-06-11,119551,199.3799,0.0011684824089919221,False,0.0011678002647525128,,,,200.0289,199.1472,2021,6,2,Jun,HDFC Short Term Debt Fund - Regular Plan - Growth,Debt,Short Duration,HDFC MF,CRISIL Short Term Bond TRI,Moderate
2021-06-14,119551,199.4172,0.00018708004166922976,False,0.0001870625443804626,,,,200.0289,199.1472,2021,6,2,Jun,HDFC Short Term Debt Fund - Regular Plan - Growth,Debt,Short Duration,HDFC MF,CRISIL Short Term Bond TRI,Moderate
2021-06-15,119551,200.2631,0.004241860782319584,False,0.004232889452012957,,,,200.2631,199.1472,2021,6,2,Jun,HDFC Short Term Debt Fund - Regular Plan - Growth,Debt,Short Duration,HDFC MF,CRISIL Short Term Bond TRI,Moderate
2021-06-16,119551,200.2163,-0.00023369257741445715,False,-0.0002337198877797291,,,,200.2631,199.1472,2021,6,2,Jun,HDFC Short Term Debt Fund - Regular Plan - Growth,Debt,Short Duration,HDFC MF,CRISIL Short Term Bond TRI,Moderate
2021-06-17,119551,199.5363,-0.003396326872487254,False,-0.0034021074828723815,,,,200.2631,199.1472,2021,6,2,Jun,HDFC Short Term Debt Fund - Regular Plan - Growth,Debt,Short Duration,HDFC MF,CRISIL Short Term Bond TRI,Moderate
