date,scheme_code,nav,daily_return,is_return_outlier,log_return,rolling_30d_vol,rolling_90d_vol,rolling_252d_vol,week52_high,week52_low,year,month,quarter,month_name,scheme_name,category,sub_category,amc_name,benchmark,risk_level
2021-06-04,120465,49.5342,,False,,,,,49.5342,49.5342,2021,6,2,Jun,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-06-07,120465,49.151,-0.007736069220861452,False,-0.007766147831586858,,,,49.5342,49.151,2021,6,2,Jun,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-06-08,120465,49.4656,0.006400683607657998,False,0.006380286224199821,,,,49.5342,49.151,2021,6,2,Jun,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-06-09,120465,48.9749,-0.009920025229654628,False,-0.009969556519931203,,,,49.5342,48.9749,2021,6,2,Jun,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-06-10,120465,48.9175,-0.0011720289372719739,False,-0.0011727163003122792,,,,49.5342,48.9175,2021,6,2,Jun,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-06-11,120465,50.1234,0.024651709510911335,False,0.024352759247654968,,,,50.1234,48.9175,2021,6,2,Jun,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-06-14,120465,49.7134,-0.008179812223432448,False,-0.008213450449272922,,,,50.1234,48.9175,2021,6,2,Jun,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-06-15,120465,50.4083,0.013978122598735876,False,0.013881329589825964,,,,50.4083,48.9175,2021,6,2,Jun,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-06-16,120465,50.0855,-0.006403707325975949,False,-0.006424299015576079,,,,50.4083,48.9175,2021,6,2,Jun,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-06-17,120465,49.5338,-0.011015164069441363,False,-0.01107628020643792,,,,50.4083,48.9175,2021,6,2,Jun,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-06-18,120465,50.4698,0.018896188057447638,False,0.018719872757860113,,,,50.4698,48.9175,2021,6,2,Jun,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-06-21,120465,49.075,-0.02763632905222524,False,-0.02802539743164588,,,,50.4698,48.9175,2021,6,2,Jun,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-06-22,120465,48.4834,-0.0120550178298523,False,-0.012128268847399126,,,,50.4698,48.4834,2021,6,2,Jun,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-06-23,120465,48.791,0.006344439540131086,False,0.0063243983058591325,,,,50.4698,48.4834,2021,6,2,Jun,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-06-24,120465,48.2348,-0.011399643376852175,False,-0.011465117373810297,,,,50.4698,48.2348,2021,6,2,Jun,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-06-25,120465,48.6514,0.008636917744035522,False,0.008599832949207563,,,,50.4698,48.2348,2021,6,2,Jun,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-06-28,120465,49.1188,0.009607123330469314,False,0.009561268376661658,,,,50.4698,48.2348,2021,6,2,Jun,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-06-29,120465,49.7156,0.012150133960927345,False,0.012076913578280838,,,,50.4698,48.2348,2021,6,2,Jun,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-06-30,120465,50.411,0.013987561248380853,False,0.013890638080319885,,,,50.4698,48.2348,2021,6,2,Jun,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-07-01,120465,50.2592,-0.0030112475451786747,False,-0.0030157904732807882,,,,50.4698,48.2348,2021,7,3,Jul,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-07-02,120465,49.5174,-0.014759486820323353,False,-0.014869491799180503,0.21255152120121582,,,50.4698,48.2348,2021,7,3,Jul,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-07-05,120465,49.7682,0.0050648862823976515,False,0.005052102891980558,0.20789141902912037,,,50.4698,48.2348,2021,7,3,Jul,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-07-06,120465,49.5139,-0.005109688515960054,False,-0.00512278761492094,0.20370758280132806,,,50.4698,48.2348,2021,7,3,Jul,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-07-07,120465,49.2745,-0.004835005927628311,False,-0.004846732382376208,0.19968247284766397,,,50.4698,48.2348,2021,7,3,Jul,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-07-08,120465,48.3662,-0.0184334696445424,False,-0.018605483196644727,0.20407934713642206,,,50.4698,48.2348,2021,7,3,Jul,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-07-09,120465,48.4795,0.002342545000434182,False,0.002339805519299088,0.2000499072648427,,,50.4698,48.2348,2021,7,3,Jul,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-07-12,120465,48.512,0.0006703864520054559,False,0.0006701618433853843,0.1960603874782749,,,50.4698,48.2348,2021,7,3,Jul,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-07-13,120465,48.8477,0.00691993733509233,False,0.006896104453592688,0.19366772030662915,,,50.4698,48.2348,2021,7,3,Jul,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-07-14,120465,48.7284,-0.002442284897753666,False,-0.002445272140303998,0.19014187273116614,,,50.4698,48.2348,2021,7,3,Jul,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-07-15,120465,48.023,-0.014476157641129195,False,-0.01458195952232567,0.19119655441730377,,,50.4698,48.023,2021,7,3,Jul,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-07-16,120465,48.1295,0.002217687358140763,False,0.0022152319191254695,0.1881021369647167,,,50.4698,48.023,2021,7,3,Jul,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-07-19,120465,48.3103,0.0037565318567613915,False,0.0037494937114705964,0.187415601384441,,,50.4698,48.023,2021,7,3,Jul,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-07-20,120465,48.8104,0.010351829734031925,False,0.01029861646601081,0.1890241133060327,,,50.4698,48.023,2021,7,3,Jul,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-07-21,120465,49.1961,0.007902004490846215,False,0.007870947156205817,0.18826039678653406,,,50.4698,48.023,2021,7,3,Jul,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-07-22,120465,50.1429,0.01924542799124307,False,0.019062577047359457,0.19608763526961492,,,50.4698,48.023,2021,7,3,Jul,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-07-23,120465,49.6465,-0.009899706638427208,False,-0.009949034558819753,0.18497348493267066,,,50.4698,48.023,2021,7,3,Jul,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-07-26,120465,50.9723,0.02670480295690525,False,0.026354453364732966,0.19907677358250403,,,50.9723,48.023,2021,7,3,Jul,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-07-27,120465,51.1006,0.002517053379973211,False,0.0025138909067453905,0.19527409014410937,,,51.1006,48.023,2021,7,3,Jul,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-07-28,120465,51.499,0.007796385952415497,False,0.007766151181740458,0.19523093885954698,,,51.499,48.023,2021,7,3,Jul,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-07-29,120465,51.2022,-0.005763218703275896,False,-0.005779890133108982,0.19300262218935704,,,51.499,48.023,2021,7,3,Jul,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-07-30,120465,50.8848,-0.006198952388764556,False,-0.006218245667525949,0.18657916552580442,,,51.499,48.023,2021,7,3,Jul,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-08-02,120465,51.5399,0.01287417853661621,False,0.0127920107769412,0.17000163659676606,,,51.5399,48.023,2021,8,3,Aug,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-08-03,120465,51.8836,0.006668619845983326,False,0.006646482961140604,0.16544677704220162,,,51.8836,48.023,2021,8,3,Aug,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-08-04,120465,52.5599,0.013034947459312773,False,0.012950723644138545,0.16797991619007438,,,52.5599,48.023,2021,8,3,Aug,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-08-05,120465,51.6346,-0.01760467580798286,False,-0.01776148117711564,0.17333097008183623,,,52.5599,48.023,2021,8,3,Aug,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-08-06,120465,50.8584,-0.015032555689401983,False,-0.015146689817581565,0.1793194718591609,,,52.5599,48.023,2021,8,3,Aug,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
2021-08-09,120465,51.5559,0.013714548629135015,False,0.013621355309871831,0.1813089785882224,,,52.5599,48.023,2021,8,3,Aug,Axis Midcap Fund - Regular Plan - Growth,Equity,Mid Cap,Axis MF,Nifty Midcap 150 TRI,Moderately High
