date,scheme_code,nav,daily_return,is_return_outlier,log_return,rolling_30d_vol,rolling_90d_vol,rolling_252d_vol,week52_high,week52_low,year,month,quarter,month_name,scheme_name,category,sub_category,amc_name,benchmark,risk_level
2021-06-04,118701,89.7339,,False,,,,,89.7339,89.7339,2021,6,2,Jun,ICICI Prudential Equity & Debt Fund - Growth,Hybrid,Aggressive Hybrid,ICICI Prudential MF,Nifty 50 Hybrid Composite Debt 65:35 TRI,Moderately High
2021-06-07,118701,90.3505,0.006871427632143323,False,0.00684792696728275,,,,90.3505,89.7339,2021,6,2,Jun,ICICI Prudential Equity & Debt Fund - Growth,Hybrid,Aggressive Hybrid,ICICI Prudential MF,Nifty 50 Hybrid Composite Debt 65:35 TRI,Moderately High
2021-06-08,118701,90.7033,0.0039047930005922105,False,0.003897189084454749,,,,90.7033,89.7339,2021,6,2,Jun,ICICI Prudential Equity & Debt Fund - Growth,Hybrid,Aggressive Hybrid,ICICI Prudential MF,Nifty 50 Hybrid Composite Debt 65:35 TRI,Moderately High
2021-06-09,118701,91.1782,0.005235752172192187,False,0.005222093277435883,,,,91.1782,89.7339,2021,6,2,Jun,ICICI Prudential Equity & Debt Fund - Growth,Hybrid,Aggressive Hybrid,ICICI Prudential MF,Nifty 50 Hybrid Composite Debt 65:35 TRI,Moderately High
2021-06-10,118701,91.9557,0.008527257612016781,False,0.00849110592196159,,,,91.9557,89.7339,2021,6,2,Jun,ICICI Prudential Equity & Debt Fund - Growth,Hybrid,Aggressive Hybrid,ICICI Prudential MF,Nifty 50 Hybrid Composite Debt 65:35 TRI,Moderately High
2021-06-11,118701,91.535,-0.00457502906290741,False,-0.004585526538110016,,,,91.9557,89.7339,2021,6,2,Jun,ICICI Prudential Equity & Debt Fund - Growth,Hybrid,Aggressive Hybrid,ICICI Prudential MF,Nifty 50 Hybrid Composite Debt 65:35 TRI,Moderately High
2021-06-14,118701,93.1235,0.017354017588900428,False,0.017205156384469972,,,,93.1235,89.7339,2021,6,2,Jun,ICICI Prudential Equity & Debt Fund - Growth,Hybrid,Aggressive Hybrid,ICICI Prudential MF,Nifty 50 Hybrid Composite Debt 65:35 TRI,Moderately High
2021-06-15,118701,92.3657,-0.008137580739555617,False,-0.008170871577296733,,,,93.1235,89.7339,2021,6,2,Jun,ICICI Prudential Equity & Debt Fund - Growth,Hybrid,Aggressive Hybrid,ICICI Prudential MF,Nifty 50 Hybrid Composite Debt 65:35 TRI,Moderately High
2021-06-16,118701,92.8814,0.005583241398051442,False,0.005567712878632639,,,,93.1235,89.7339,2021,6,2,Jun,ICICI Prudential Equity & Debt Fund - Growth,Hybrid,Aggressive Hybrid,ICICI Prudential MF,Nifty 50 Hybrid Composite Debt 65:35 TRI,Moderately High
2021-06-17,118701,92.9032,0.00023470791783930522,False,0.0002346803782450466,,,,93.1235,89.7339,2021,6,2,Jun,ICICI Prudential Equity & Debt Fund - Growth,Hybrid,Aggressive Hybrid,ICICI Prudential MF,Nifty 50 Hybrid Composite Debt 65:35 TRI,Moderately High
2021-06-18,118701,92.2717,-0.006797397721499343,False,-0.006820605256410291,,,,93.1235,89.7339,2021,6,2,Jun,ICICI Prudential Equity & Debt Fund - Growth,Hybrid,Aggressive Hybrid,ICICI Prudential MF,Nifty 50 Hybrid Composite Debt 65:35 TRI,Moderately High
2021-06-21,118701,92.9661,0.0075256010239326265,False,0.007497424961451788,,,,93.1235,89.7339,2021,6,2,Jun,ICICI Prudential Equity & Debt Fund - Growth,Hybrid,Aggressive Hybrid,ICICI Prudential MF,Nifty 50 Hybrid Composite Debt 65:35 TRI,Moderately High
2021-06-22,118701,92.6478,-0.0034238286859402667,False,-0.0034297034005528184,,,,93.1235,89.7339,2021,6,2,Jun,ICICI Prudential Equity & Debt Fund - Growth,Hybrid,Aggressive Hybrid,ICICI Prudential MF,Nifty 50 Hybrid Composite Debt 65:35 TRI,Moderately High
2021-06-23,118701,93.4497,0.00865535932855388,False,0.00861811645202812,,,,93.4497,89.7339,2021,6,2,Jun,ICICI Prudential Equity & Debt Fund - Growth,Hybrid,Aggressive Hybrid,ICICI Prudential MF,Nifty 50 Hybrid Composite Debt 65:35 TRI,Moderately High
2021-06-24,118701,93.3899,-0.0006399164470298757,False,-0.0006401212809485225,,,,93.4497,89.7339,2021,6,2,Jun,ICICI Prudential Equity & Debt Fund - Growth,Hybrid,Aggressive Hybrid,ICICI Prudential MF,Nifty 50 Hybrid Composite Debt 65:35 TRI,Moderately High
2021-06-25,118701,93.2375,-0.0016318681142178937,False,-0.0016332010613156122,,,,93.4497,89.7339,2021,6,2,Jun,ICICI Prudential Equity & Debt Fund - Growth,Hybrid,Aggressive Hybrid,ICICI Prudential MF,Nifty 50 Hybrid Composite Debt 65:35 TRI,Moderately High
2021-06-28,118701,93.5578,0.0034353130446440616,False,0.003429425835870655,,,,93.5578,89.7339,2021,6,2,Jun,ICICI Prudential Equity & Debt Fund - Growth,Hybrid,Aggressive Hybrid,ICICI Prudential MF,Nifty 50 Hybrid Composite Debt 65:35 TRI,Moderately High
2021-06-29,118701,94.3706,0.008687677564029883,False,0.008650156848616843,,,,94.3706,89.7339,2021,6,2,Jun,ICICI Prudential Equity & Debt Fund - Growth,Hybrid,Aggressive Hybrid,ICICI Prudential MF,Nifty 50 Hybrid Composite Debt 65:35 TRI,Moderately High
2021-06-30,118701,94.8881,0.00548369937247406,False,0.005468718634691128,,,,94.8881,89.7339,2021,6,2,Jun,ICICI Prudential Equity & Debt Fund - Growth,Hybrid,Aggressive Hybrid,ICICI Prudential MF,Nifty 50 Hybrid Composite Debt 65:35 TRI,Moderately High
2021-07-01,118701,94.863,-0.00026452210551164423,False,-0.00026455709765472936,,,,94.8881,89.7339,2021,7,3,Jul,ICICI Prudential Equity & Debt Fund - Growth,Hybrid,Aggressive Hybrid,ICICI Prudential MF,Nifty 50 Hybrid Composite Debt 65:35 TRI,Moderately High
