date,scheme_code,nav,daily_return,is_return_outlier,log_return,rolling_30d_vol,rolling_90d_vol,rolling_252d_vol,week52_high,week52_low,year,month,quarter,month_name,scheme_name,category,sub_category,amc_name,benchmark,risk_level
2021-06-04,120828,28.957,,False,,,,,28.957,28.957,2021,6,2,Jun,SBI Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,SBI MF,Nifty Smallcap 250 TRI,High
2021-06-07,120828,28.7948,-0.005601408985737577,False,-0.005617155707131862,,,,28.957,28.7948,2021,6,2,Jun,SBI Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,SBI MF,Nifty Smallcap 250 TRI,High
2021-06-08,120828,28.3399,-0.015797991303985404,False,-0.015924109609429322,,,,28.957,28.3399,2021,6,2,Jun,SBI Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,SBI MF,Nifty Smallcap 250 TRI,High
2021-06-09,120828,27.4675,-0.030783453717197262,False,-0.031267218081899674,,,,28.957,27.4675,2021,6,2,Jun,SBI Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,SBI MF,Nifty Smallcap 250 TRI,High
2021-06-10,120828,26.6491,-0.029795212523891834,False,-0.03024810865824389,,,,28.957,26.6491,2021,6,2,Jun,SBI Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,SBI MF,Nifty Smallcap 250 TRI,High
2021-06-11,120828,26.7497,0.003774986772536515,False,0.003767879391201537,,,,28.957,26.6491,2021,6,2,Jun,SBI Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,SBI MF,Nifty Smallcap 250 TRI,High
2021-06-14,120828,27.4247,0.025233927857134963,False,0.024920808851268014,,,,28.957,26.6491,2021,6,2,Jun,SBI Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,SBI MF,Nifty Smallcap 250 TRI,High
2021-06-15,120828,27.8184,0.014355672076631576,False,0.01425360508338345,,,,28.957,26.6491,2021,6,2,Jun,SBI Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,SBI MF,Nifty Smallcap 250 TRI,High
2021-06-16,120828,27.5218,-0.01066200787967686,False,-0.010719254357563929,,,,28.957,26.6491,2021,6,2,Jun,SBI Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,SBI MF,Nifty Smallcap 250 TRI,High
2021-06-17,120828,27.5266,0.00017440719720362985,False,0.00017439199003654553,,,,28.957,26.6491,2021,6,2,Jun,SBI Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,SBI MF,Nifty Smallcap 250 TRI,High
2021-06-18,120828,27.5676,0.0014894683687778354,False,0.0014883602110078648,,,,28.957,26.6491,2021,6,2,Jun,SBI Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,SBI MF,Nifty Smallcap 250 TRI,High
2021-06-21,120828,27.4555,-0.0040663677650574215,False,-0.004074657919969051,,,,28.957,26.6491,2021,6,2,Jun,SBI Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,SBI MF,Nifty Smallcap 250 TRI,High
2021-06-22,120828,27.4812,0.0009360601700934001,False,0.0009356223389752609,,,,28.957,26.6491,2021,6,2,Jun,SBI Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,SBI MF,Nifty Smallcap 250 TRI,High
2021-06-23,120828,27.9109,0.015636143982067807,False,0.01551515901195726,,,,28.957,26.6491,2021,6,2,Jun,SBI Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,SBI MF,Nifty Smallcap 250 TRI,High
2021-06-24,120828,27.3959,-0.018451572683073625,False,-0.018623926373862638,,,,28.957,26.6491,2021,6,2,Jun,SBI Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,SBI MF,Nifty Smallcap 250 TRI,High
2021-06-25,120828,27.2232,-0.006303862986797415,False,-0.006323816230283874,,,,28.957,26.6491,2021,6,2,Jun,SBI Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,SBI MF,Nifty Smallcap 250 TRI,High
2021-06-28,120828,26.8724,-0.012886067765729203,False,-0.012969813349045657,,,,28.957,26.6491,2021,6,2,Jun,SBI Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,SBI MF,Nifty Smallcap 250 TRI,High
2021-06-29,120828,26.3889,-0.017992438338220618,False,-0.018156270390740283,,,,28.957,26.3889,2021,6,2,Jun,SBI Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,SBI MF,Nifty Smallcap 250 TRI,High
