date,scheme_code,nav,daily_return,is_return_outlier,log_return,rolling_30d_vol,rolling_90d_vol,rolling_252d_vol,week52_high,week52_low,year,month,quarter,month_name,scheme_name,category,sub_category,amc_name,benchmark,risk_level
2021-06-04,100012,1000.2087,,False,,,,,1000.2087,1000.2087,2021,6,2,Jun,HDFC Liquid Fund - Regular Plan - Growth,Debt,Liquid,HDFC MF,Nifty Liquid Index,Low
2021-06-07,100012,1000.3955,0.00018676102297443542,False,0.0001867435853056683,,,,1000.3955,1000.2087,2021,6,2,Jun,HDFC Liquid Fund - Regular Plan - Growth,Debt,Liquid,HDFC MF,Nifty Liquid Index,Low
2021-06-08,100012,1000.6183,0.00022271191743672425,False,0.0002226871208192399,,,,1000.6183,1000.2087,2021,6,2,Jun,HDFC Liquid Fund - Regular Plan - Growth,Debt,Liquid,HDFC MF,Nifty Liquid Index,Low
2021-06-09,100012,1000.178,-0.00044002793073039115,False,-0.0004401247714297529,,,,1000.6183,1000.178,2021,6,2,Jun,HDFC Liquid Fund - Regular Plan - Growth,Debt,Liquid,HDFC MF,Nifty Liquid Index,Low
2021-06-10,100012,1000.237,5.898949986904434e-05,False,5.898776005691703e-05,,,,1000.6183,1000.178,2021,6,2,Jun,HDFC Liquid Fund - Regular Plan - Growth,Debt,Liquid,HDFC MF,Nifty Liquid Index,Low
2021-06-11,100012,1000.4471,0.00021005021809838986,False,0.00021002816064005683,,,,1000.6183,1000.178,2021,6,2,Jun,HDFC Liquid Fund - Regular Plan - Growth,Debt,Liquid,HDFC MF,Nifty Liquid Index,Low
2021-06-14,100012,1000.4346,-1.2494413747510258e-05,False,-1.249449180334788e-05,,,,1000.6183,1000.178,2021,6,2,Jun,HDFC Liquid Fund - Regular Plan - Growth,Debt,Liquid,HDFC MF,Nifty Liquid Index,Low
2021-06-15,100012,1000.1441,-0.00029037380354501874,False,-0.00029041597018083316,,,,1000.6183,1000.1441,2021,6,2,Jun,HDFC Liquid Fund - Regular Plan - Growth,Debt,Liquid,HDFC MF,Nifty Liquid Index,Low
2021-06-16,100012,1000.3856,0.00024146520486389988,False,0.00024143605683338228,,,,1000.6183,1000.1441,2021,6,2,Jun,HDFC Liquid Fund - Regular Plan - Growth,Debt,Liquid,HDFC MF,Nifty Liquid Index,Low
2021-06-17,100012,1000.8163,0.00043053398609504967,False,0.0004304413329310617,,,,1000.8163,1000.1441,2021,6,2,Jun,HDFC Liquid Fund - Regular Plan - Growth,Debt,Liquid,HDFC MF,Nifty Liquid Index,Low
2021-06-18,100012,1000.8891,7.274062183038055e-05,False,7.273797635963643e-05,,,,1000.8891,1000.1441,2021,6,2,Jun,HDFC Liquid Fund - Regular Plan - Growth,Debt,Liquid,HDFC MF,Nifty Liquid Index,Low
2021-06-21,100012,1001.1834,0.00029403857030718683,False,0.00029399534943896666,,,,1001.1834,1000.1441,2021,6,2,Jun,HDFC Liquid Fund - Regular Plan - Growth,Debt,Liquid,HDFC MF,Nifty Liquid Index,Low
2021-06-22,100012,1001.7978,0.000613673778450563,False,0.0006134855576975412,,,,1001.7978,1000.1441,2021,6,2,Jun,HDFC Liquid Fund - Regular Plan - Growth,Debt,Liquid,HDFC MF,Nifty Liquid Index,Low
