date,scheme_code,nav,daily_return,is_return_outlier,log_return,rolling_30d_vol,rolling_90d_vol,rolling_252d_vol,week52_high,week52_low,year,month,quarter,month_name,scheme_name,category,sub_category,amc_name,benchmark,risk_level
2021-06-04,125497,29.7598,,False,,,,,29.7598,29.7598,2021,6,2,Jun,Axis Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,Axis MF,Nifty Smallcap 250 TRI,High
2021-06-07,125497,29.7735,0.0004603525561328592,False,0.0004602466264036577,,,,29.7735,29.7598,2021,6,2,Jun,Axis Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,Axis MF,Nifty Smallcap 250 TRI,High
2021-06-08,125497,31.202,0.04797890741767019,False,0.046863459186452815,,,,31.202,29.7598,2021,6,2,Jun,Axis Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,Axis MF,Nifty Smallcap 250 TRI,High
2021-06-09,125497,31.3397,0.004413178642394655,False,0.004403469125603446,,,,31.3397,29.7598,2021,6,2,Jun,Axis Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,Axis MF,Nifty Smallcap 250 TRI,High
2021-06-10,125497,30.9258,-0.013206890940245186,False,-0.013294877468712295,,,,31.3397,29.7598,2021,6,2,Jun,Axis Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,Axis MF,Nifty Smallcap 250 TRI,High
2021-06-11,125497,30.882,-0.0014162931920919108,False,-0.0014172970832763503,,,,31.3397,29.7598,2021,6,2,Jun,Axis Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,Axis MF,Nifty Smallcap 250 TRI,High
2021-06-14,125497,30.7647,-0.0037983291237614347,False,-0.0038055610945728637,,,,31.3397,29.7598,2021,6,2,Jun,Axis Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,Axis MF,Nifty Smallcap 250 TRI,High
2021-06-15,125497,31.0292,0.008597515984228643,False,0.00856076782206806,,,,31.3397,29.7598,2021,6,2,Jun,Axis Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,Axis MF,Nifty Smallcap 250 TRI,High
2021-06-16,125497,30.2907,-0.023800162427648708,False,-0.02408796191677916,,,,31.3397,29.7598,2021,6,2,Jun,Axis Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,Axis MF,Nifty Smallcap 250 TRI,High
2021-06-17,125497,30.5166,0.0074577345521893434,False,0.0074300631420553594,,,,31.3397,29.7598,2021,6,2,Jun,Axis Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,Axis MF,Nifty Smallcap 250 TRI,High
2021-06-18,125497,30.3738,-0.004679420381038524,False,-0.004690403143960161,,,,31.3397,29.7598,2021,6,2,Jun,Axis Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,Axis MF,Nifty Smallcap 250 TRI,High
2021-06-21,125497,30.1171,-0.0084513626875794,False,-0.008487277951660472,,,,31.3397,29.7598,2021,6,2,Jun,Axis Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,Axis MF,Nifty Smallcap 250 TRI,High
2021-06-22,125497,30.2267,0.003639128601359287,False,0.003632522993790384,,,,31.3397,29.7598,2021,6,2,Jun,Axis Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,Axis MF,Nifty Smallcap 250 TRI,High
2021-06-23,125497,30.1038,-0.004065941700549525,False,-0.004074230115943793,,,,31.3397,29.7598,2021,6,2,Jun,Axis Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,Axis MF,Nifty Smallcap 250 TRI,High
2021-06-24,125497,30.1949,0.0030261960284083678,False,0.0030216263141201547,,,,31.3397,29.7598,2021,6,2,Jun,Axis Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,Axis MF,Nifty Smallcap 250 TRI,High
2021-06-25,125497,30.127,-0.002248724122285606,False,-0.002251256299198439,,,,31.3397,29.7598,2021,6,2,Jun,Axis Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,Axis MF,Nifty Smallcap 250 TRI,High
2021-06-28,125497,29.7345,-0.01302818070169609,False,-0.01311379183235324,,,,31.3397,29.7345,2021,6,2,Jun,Axis Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,Axis MF,Nifty Smallcap 250 TRI,High
2021-06-29,125497,30.0852,0.011794380265348403,False,0.011725368665125227,,,,31.3397,29.7345,2021,6,2,Jun,Axis Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,Axis MF,Nifty Smallcap 250 TRI,High
2021-06-30,125497,30.423,0.011228112161461468,False,0.011165544816605573,,,,31.3397,29.7345,2021,6,2,Jun,Axis Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,Axis MF,Nifty Smallcap 250 TRI,High
2021-07-01,125497,30.9726,0.018065279558229008,False,0.01790404137517065,,,,31.3397,29.7345,2021,7,3,Jul,Axis Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,Axis MF,Nifty Smallcap 250 TRI,High
2021-07-02,125497,30.9516,-0.000678018635826505,False,-0.0006782485944117817,0.2309729146315353,,,31.3397,29.7345,2021,7,3,Jul,Axis Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,Axis MF,Nifty Smallcap 250 TRI,High
2021-07-05,125497,31.1487,0.00636800682355676,False,0.006347816736514072,0.22561763691738723,,,31.3397,29.7345,2021,7,3,Jul,Axis Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,Axis MF,Nifty Smallcap 250 TRI,High
2021-07-06,125497,31.3907,0.007769184588762856,False,0.007739159885548603,0.22096568739617978,,,31.3907,29.7345,2021,7,3,Jul,Axis Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,Axis MF,Nifty Smallcap 250 TRI,High
2021-07-07,125497,31.9533,0.017922505710290082,False,0.01776379117405844,0.22182427428619872,,,31.9533,29.7345,2021,7,3,Jul,Axis Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,Axis MF,Nifty Smallcap 250 TRI,High
