date,scheme_code,nav,daily_return,is_return_outlier,log_return,rolling_30d_vol,rolling_90d_vol,rolling_252d_vol,week52_high,week52_low,year,month,quarter,month_name,scheme_name,category,sub_category,amc_name,benchmark,risk_level
2021-06-04,100270,50.5182,,False,,,,,50.5182,50.5182,2021,6,2,Jun,HDFC Mid-Cap Opportunities Fund - Regular Plan - Growth,Equity,Mid Cap,HDFC MF,Nifty Midcap 150 TRI,Moderately High
2021-06-07,100270,49.8416,-0.013393192948284005,False,-0.01348369070121653,,,,50.5182,49.8416,2021,6,2,Jun,HDFC Mid-Cap Opportunities Fund - Regular Plan - Growth,Equity,Mid Cap,HDFC MF,Nifty Midcap 150 TRI,Moderately High
2021-06-08,100270,49.4562,-0.00773249654906738,False,-0.007762547312358537,,,,50.5182,49.4562,2021,6,2,Jun,HDFC Mid-Cap Opportunities Fund - Regular Plan - Growth,Equity,Mid Cap,HDFC MF,Nifty Midcap 150 TRI,Moderately High
2021-06-09,100270,50.0365,0.011733614794504854,False,0.011665309727457782,,,,50.5182,49.4562,2021,6,2,Jun,HDFC Mid-Cap Opportunities Fund - Regular Plan - Growth,Equity,Mid Cap,HDFC MF,Nifty Midcap 150 TRI,Moderately High
2021-06-10,100270,50.4602,0.008467818492500445,False,0.008432167632783077,,,,50.5182,49.4562,2021,6,2,Jun,HDFC Mid-Cap Opportunities Fund - Regular Plan - Growth,Equity,Mid Cap,HDFC MF,Nifty Midcap 150 TRI,Moderately High
2021-06-11,100270,50.543,0.0016408971823338447,False,0.001639552381471326,,,,50.543,49.4562,2021,6,2,Jun,HDFC Mid-Cap Opportunities Fund - Regular Plan - Growth,Equity,Mid Cap,HDFC MF,Nifty Midcap 150 TRI,Moderately High
2021-06-14,100270,50.4068,-0.0026947351759888383,False,-0.0026983725107286014,,,,50.543,49.4562,2021,6,2,Jun,HDFC Mid-Cap Opportunities Fund - Regular Plan - Growth,Equity,Mid Cap,HDFC MF,Nifty Midcap 150 TRI,Moderately High
2021-06-15,100270,50.915,0.010081973067125993,False,0.01003148901235558,,,,50.915,49.4562,2021,6,2,Jun,HDFC Mid-Cap Opportunities Fund - Regular Plan - Growth,Equity,Mid Cap,HDFC MF,Nifty Midcap 150 TRI,Moderately High
2021-06-16,100270,52.9613,0.04019051360109982,False,0.039403882531650086,,,,52.9613,49.4562,2021,6,2,Jun,HDFC Mid-Cap Opportunities Fund - Regular Plan - Growth,Equity,Mid Cap,HDFC MF,Nifty Midcap 150 TRI,Moderately High
2021-06-17,100270,53.4,0.008283406940539528,False,0.008249287810870197,,,,53.4,49.4562,2021,6,2,Jun,HDFC Mid-Cap Opportunities Fund - Regular Plan - Growth,Equity,Mid Cap,HDFC MF,Nifty Midcap 150 TRI,Moderately High
2021-06-18,100270,53.3506,-0.0009250936329587844,False,-0.0009255217961547193,,,,53.4,49.4562,2021,6,2,Jun,HDFC Mid-Cap Opportunities Fund - Regular Plan - Growth,Equity,Mid Cap,HDFC MF,Nifty Midcap 150 TRI,Moderately High
2021-06-21,100270,52.5572,-0.014871435372798003,False,-0.014983123863199407,,,,53.4,49.4562,2021,6,2,Jun,HDFC Mid-Cap Opportunities Fund - Regular Plan - Growth,Equity,Mid Cap,HDFC MF,Nifty Midcap 150 TRI,Moderately High
2021-06-22,100270,52.155,-0.007652614675058844,False,-0.007682046178860595,,,,53.4,49.4562,2021,6,2,Jun,HDFC Mid-Cap Opportunities Fund - Regular Plan - Growth,Equity,Mid Cap,HDFC MF,Nifty Midcap 150 TRI,Moderately High
2021-06-23,100270,51.7121,-0.008491995014859532,False,-0.00852825744404526,,,,53.4,49.4562,2021,6,2,Jun,HDFC Mid-Cap Opportunities Fund - Regular Plan - Growth,Equity,Mid Cap,HDFC MF,Nifty Midcap 150 TRI,Moderately High
2021-06-24,100270,51.6954,-0.0003229418259943495,False,-0.0003229939829352452,,,,53.4,49.4562,2021,6,2,Jun,HDFC Mid-Cap Opportunities Fund - Regular Plan - Growth,Equity,Mid Cap,HDFC MF,Nifty Midcap 150 TRI,Moderately High
2021-06-25,100270,51.8463,0.002919021808516886,False,0.002914769736941013,,,,53.4,49.4562,2021,6,2,Jun,HDFC Mid-Cap Opportunities Fund - Regular Plan - Growth,Equity,Mid Cap,HDFC MF,Nifty Midcap 150 TRI,Moderately High
2021-06-28,100270,52.6255,0.015029037751970842,False,0.014917220707163186,,,,53.4,49.4562,2021,6,2,Jun,HDFC Mid-Cap Opportunities Fund - Regular Plan - Growth,Equity,Mid Cap,HDFC MF,Nifty Midcap 150 TRI,Moderately High
