scheme_code,date,nav
119551,2021-06-04,200.0289
119551,2021-06-07,199.9398
119551,2021-06-08,199.7225
119551,2021-06-09,199.5878
119551,2021-06-10,199.1472
119551,2021-06-11,199.3799
119551,2021-06-14,199.4172
119551,2021-06-15,200.2631
119551,2021-06-16,200.2163
119551,2021-06-17,199.5363
119551,2021-06-18,199.901
119551,2021-06-21,199.9245
119551,2021-06-22,200.0498
119551,2021-06-23,199.8346
119551,2021-06-24,199.1186
119551,2021-06-25,199.6535
119551,2021-06-28,200.4162
119551,2021-06-29,200.8381
119551,2021-06-30,200.7034
119551,2021-07-01,201.1686
119551,2021-07-02,201.4009
119551,2021-07-05,201.223
119551,2021-07-06,201.4736
119551,2021-07-07,201.0253
119551,2021-07-08,201.5616
119551,2021-07-09,201.5863
119551,2021-07-12,201.4518
119551,2021-07-13,201.7024
119551,2021-07-14,202.4094
119551,2021-07-15,203.086
119551,2021-07-16,203.0225
119551,2021-07-19,202.841
119551,2021-07-20,203.3906
119551,2021-07-21,203.3014
119551,2021-07-22,203.0964
119551,2021-07-23,203.4827
119551,2021-07-26,203.369
119551,2021-07-27,203.8005
119551,2021-07-28,203.6083
119551,2021-07-29,203.155
119551,2021-07-30,203.5875
119551,2021-08-02,203.7514
119551,2021-08-03,204.7202
119551,2021-08-04,204.2161
119551,2021-08-05,204.1629
119551,2021-08-06,203.3685
119551,2021-08-09,203.1656
119551,2021-08-10,203.298
119551,2021-08-11,203.3081
119551,2021-08-12,203.782
119551,2021-08-13,204.029
119551,2021-08-16,203.9572
119551,2021-08-17,203.5314
119551,2021-08-18,203.9791
119551,2021-08-19,203.5455
119551,2021-08-20,203.4615
119551,2021-08-23,203.4765
119551,2021-08-24,203.4182
119551,2021-08-25,203.5547
119551,2021-08-26,203.7498
119551,2021-08-27,204.3972
119551,2021-08-30,204.2112
119551,2021-08-31,204.6983
119551,2021-09-01,205.3928
119551,2021-09-02,204.8923
119551,2021-09-03,205.417
119551,2021-09-06,205.547
119551,2021-09-07,205.8509
119551,2021-09-08,205.283
119551,2021-09-09,205.3048
119551,2021-09-10,205.6041
119551,2021-09-13,205.8582
119551,2021-09-14,205.4643
119551,2021-09-15,205.3951
119551,2021-09-16,205.2555
119551,2021-09-17,205.3391
119551,2021-09-20,206.0038
119551,2021-09-21,206.4572
119551,2021-09-22,206.8382
119551,2021-09-23,206.9199
119551,2021-09-24,207.0128
119551,2021-09-27,207.1717
119551,2021-09-28,207.1524
119551,2021-09-29,206.989
119551,2021-09-30,207.0757
119551,2021-10-01,207.1479
119551,2021-10-04,207.7481
119551,2021-10-05,207.3006
119551,2021-10-06,207.4035
119551,2021-10-07,207.2893
119551,2021-10-08,207.1581
119551,2021-10-11,207.7694
119551,2021-10-12,207.3553
119551,2021-10-13,207.3758
119551,2021-10-14,207.3749
119551,2021-10-15,207.2882
119551,2021-10-18,206.9553
119551,2021-10-19,207.5308
119551,2021-10-20,206.5764
119551,2021-10-21,206.4892
119551,2021-10-22,206.9032
119551,2021-10-25,206.0283
119551,2021-10-26,205.479
119551,2021-10-27,205.9039
119551,2021-10-28,205.3135
119551,2021-10-29,205.1816
119551,2021-11-01,204.8753
119551,2021-11-02,204.8417
119551,2021-11-03,204.3915
119551,2021-11-04,204.3
119551,2021-11-05,204.3415
119551,2021-11-08,203.9177
119551,2021-11-09,203.858
119551,2021-11-10,204.048
119551,2021-11-11,204.3897
119551,2021-11-12,203.9535
119551,2021-11-15,204.3402
119551,2021-11-16,204.0815
119551,2021-11-17,203.7501
119551,2021-11-18,204.1945
119551,2021-11-19,203.7017
119551,2021-11-22,203.4241
119551,2021-11-23,203.1869
119551,2021-11-24,203.7014
119551,2021-11-25,202.502
119551,2021-11-26,202.392
119551,2021-11-29,202.9878
119551,2021-11-30,202.7843
119551,2021-12-01,203.1553
119551,2021-12-02,203.5946
119551,2021-12-03,203.1964
119551,2021-12-06,202.9372
119551,2021-12-07,203.3886
119551,2021-12-08,203.1925
119551,2021-12-09,203.2071
119551,2021-12-10,203.2548
119551,2021-12-13,202.9873
119551,2021-12-14,202.638
119551,2021-12-15,202.7295
119551,2021-12-16,202.8617
119551,2021-12-17,202.7731
119551,2021-12-20,202.8411
119551,2021-12-21,202.8907
119551,2021-12-22,202.9655
119551,2021-12-23,202.8184
119551,2021-12-24,203.1584
119551,2021-12-27,203.2974
119551,2021-12-28,203.1782
119551,2021-12-29,203.1894
119551,2021-12-30,203.1205
119551,2021-12-31,203.1386
119551,2022-01-03,202.7006
119551,2022-01-04,202.2527
119551,2022-01-05,203.088
119551,2022-01-06,203.8216
119551,2022-01-07,204.2541
119551,2022-01-10,203.788
119551,2022-01-11,203.8524
119551,2022-01-12,203.1565
119551,2022-01-13,202.8084
119551,2022-01-14,202.5726
119551,2022-01-17,203.3393
119551,2022-01-18,203.2144
119551,2022-01-19,203.3157
119551,2022-01-20,203.5549
119551,2022-01-21,203.9196
119551,2022-01-24,204.3836
119551,2022-01-25,204.5034
119551,2022-01-26,204.499
119551,2022-01-27,204.8783
119551,2022-01-28,204.8288
119551,2022-01-31,204.6172
119551,2022-02-01,204.2914
119551,2022-02-02,204.5712
119551,2022-02-03,204.8258
119551,2022-02-04,204.9386
119551,2022-02-07,205.3547
119551,2022-02-08,204.9654
119551,2022-02-09,205.3164
119551,2022-02-10,205.4036
119551,2022-02-11,205.4753
119551,2022-02-14,205.3787
119551,2022-02-15,205.8796
119551,2022-02-16,205.9257
119551,2022-02-17,204.8903
119551,2022-02-18,205.0572
119551,2022-02-21,205.6973
119551,2022-02-22,205.9711
119551,2022-02-23,206.2371
119551,2022-02-24,206.9673
119551,2022-02-25,206.9416
119551,2022-02-28,207.0304
119551,2022-03-01,206.4078
119551,2022-03-02,206.6091
119551,2022-03-03,206.3797
119551,2022-03-04,206.4049
119551,2022-03-07,206.4096
119551,2022-03-08,206.5721
119551,2022-03-09,206.9455
119551,2022-03-10,207.1039
119551,2022-03-11,207.4065
119551,2022-03-14,207.0461
119551,2022-03-15,206.8967
119551,2022-03-16,206.7948
119551,2022-03-17,206.7071
119551,2022-03-18,206.669
119551,2022-03-21,206.6355
119551,2022-03-22,206.5047
119551,2022-03-23,206.1947
119551,2022-03-24,206.1225
119551,2022-03-25,206.1614
119551,2022-03-28,205.8487
119551,2022-03-29,205.9501
119551,2022-03-30,205.9056
119551,2022-03-31,205.8725
119551,2022-04-01,205.9167
119551,2022-04-04,205.9243
119551,2022-04-05,205.8087
119551,2022-04-06,206.1826
119551,2022-04-07,206.2882
119551,2022-04-08,206.6136
119551,2022-04-11,206.1631
119551,2022-04-12,206.8908
119551,2022-04-13,206.2219
119551,2022-04-14,205.7398
119551,2022-04-15,205.4742
119551,2022-04-18,205.5666
119551,2022-04-19,205.3783
119551,2022-04-20,205.4934
119551,2022-04-21,205.0016
119551,2022-04-22,205.5055
119551,2022-04-25,205.8161
119551,2022-04-26,205.6341
119551,2022-04-27,205.6811
119551,2022-04-28,206.0999
119551,2022-04-29,206.4092
119551,2022-05-02,206.5566
119551,2022-05-03,206.3512
119551,2022-05-04,206.6143
119551,2022-05-05,206.5443
119551,2022-05-06,205.7045
119551,2022-05-09,206.1057
119551,2022-05-10,206.2875
119551,2022-05-11,205.8761
119551,2022-05-12,205.8173
119551,2022-05-13,206.3868
119551,2022-05-16,206.3384
119551,2022-05-17,206.7426
119551,2022-05-18,206.8441
119551,2022-05-19,206.7001
119551,2022-05-20,206.5651
119551,2022-05-23,206.861
119551,2022-05-24,207.2574
119551,2022-05-25,207.2816
119551,2022-05-26,207.4912
119551,2022-05-27,208.1078
119551,2022-05-30,208.0999
119551,2022-05-31,207.7807
119551,2022-06-01,208.458
119551,2022-06-02,209.0079
119551,2022-06-03,208.8827
119551,2022-06-06,208.57
119551,2022-06-07,209.7093
119551,2022-06-08,210.5344
119551,2022-06-09,210.7478
119551,2022-06-10,211.1058
119551,2022-06-13,210.3907
119551,2022-06-14,210.3596
119551,2022-06-15,210.7982
119551,2022-06-16,210.5377
119551,2022-06-17,210.1472
119551,2022-06-20,210.1695
119551,2022-06-21,210.3667
119551,2022-06-22,210.5636
119551,2022-06-23,209.8764
119551,2022-06-24,209.3433
119551,2022-06-27,210.2087
119551,2022-06-28,209.6569
119551,2022-06-29,210.3605
119551,2022-06-30,210.0408
119551,2022-07-01,209.7984
119551,2022-07-04,209.9307
119551,2022-07-05,210.348
119551,2022-07-06,210.1592
119551,2022-07-07,209.6516
119551,2022-07-08,209.7526
119551,2022-07-11,209.6383
119551,2022-07-12,209.709
119551,2022-07-13,209.5903
119551,2022-07-14,209.9552
119551,2022-07-15,209.9689
119551,2022-07-18,210.7733
119551,2022-07-19,210.7282
119551,2022-07-20,210.9328
119551,2022-07-21,210.6959
119551,2022-07-22,210.8818
119551,2022-07-25,210.6511
119551,2022-07-26,210.273
119551,2022-07-27,210.5274
119551,2022-07-28,211.2913
119551,2022-07-29,211.9339
119551,2022-08-01,212.5381
119551,2022-08-02,211.9328
119551,2022-08-03,211.2755
119551,2022-08-04,211.7496
119551,2022-08-05,211.6794
119551,2022-08-08,211.8117
119551,2022-08-09,211.7153
119551,2022-08-10,212.2147
119551,2022-08-11,212.3317
119551,2022-08-12,212.3333
119551,2022-08-15,212.1353
119551,2022-08-16,212.1447
119551,2022-08-17,212.6466
119551,2022-08-18,212.6593
119551,2022-08-19,213.3877
119551,2022-08-22,213.3116
119551,2022-08-23,213.122
119551,2022-08-24,212.6117
119551,2022-08-25,213.1402
119551,2022-08-26,213.3087
119551,2022-08-29,212.7172
119551,2022-08-30,212.8986
119551,2022-08-31,212.62
119551,2022-09-01,212.4141
119551,2022-09-02,211.948
119551,2022-09-05,212.0625
119551,2022-09-06,211.8318
119551,2022-09-07,212.1139
119551,2022-09-08,211.7884
119551,2022-09-09,211.7269
119551,2022-09-12,212.1976
119551,2022-09-13,211.9367
119551,2022-09-14,211.1269
119551,2022-09-15,211.6504
119551,2022-09-16,211.8603
119551,2022-09-19,212.2209
119551,2022-09-20,212.2256
119551,2022-09-21,212.5697
119551,2022-09-22,212.1205
119551,2022-09-23,212.2029
119551,2022-09-26,212.7469
119551,2022-09-27,212.8838
119551,2022-09-28,213.198
119551,2022-09-29,213.2828
119551,2022-09-30,213.3544
119551,2022-10-03,212.5658
119551,2022-10-04,212.8036
119551,2022-10-05,213.1803
119551,2022-10-06,212.7585
119551,2022-10-07,212.8996
119551,2022-10-10,211.9358
119551,2022-10-11,212.1889
119551,2022-10-12,212.8685
119551,2022-10-13,212.6136
119551,2022-10-14,212.3284
119551,2022-10-17,213.1389
119551,2022-10-18,213.8902
119551,2022-10-19,213.6937
119551,2022-10-20,214.5079
119551,2022-10-21,214.5524
119551,2022-10-24,215.6311
119551,2022-10-25,215.3233
119551,2022-10-26,214.8699
119551,2022-10-27,214.9047
119551,2022-10-28,214.6072
119551,2022-10-31,214.1935
119551,2022-11-01,214.0027
119551,2022-11-02,214.3139
119551,2022-11-03,214.0119
119551,2022-11-04,214.7846
119551,2022-11-07,213.944
119551,2022-11-08,214.4358
119551,2022-11-09,215.2773
119551,2022-11-10,215.6753
119551,2022-11-11,215.6471
119551,2022-11-14,215.6102
119551,2022-11-15,215.7081
119551,2022-11-16,215.9211
119551,2022-11-17,216.0096
119551,2022-11-18,216.8621
119551,2022-11-21,217.1504
119551,2022-11-22,217.267
119551,2022-11-23,217.1903
119551,2022-11-24,217.4366
119551,2022-11-25,217.3854
