scheme_code,date,nav
120465,2021-06-04,49.5342
120465,2021-06-07,49.151
120465,2021-06-08,49.4656
120465,2021-06-09,48.9749
120465,2021-06-10,48.9175
120465,2021-06-11,50.1234
120465,2021-06-14,49.7134
120465,2021-06-15,50.4083
120465,2021-06-16,50.0855
120465,2021-06-17,49.5338
120465,2021-06-18,50.4698
120465,2021-06-21,49.075
120465,2021-06-22,48.4834
120465,2021-06-23,48.791
120465,2021-06-24,48.2348
120465,2021-06-25,48.6514
120465,2021-06-28,49.1188
120465,2021-06-29,49.7156
120465,2021-06-30,50.411
120465,2021-07-01,50.2592
120465,2021-07-02,49.5174
120465,2021-07-05,49.7682
120465,2021-07-06,49.5139
120465,2021-07-07,49.2745
120465,2021-07-08,48.3662
120465,2021-07-09,48.4795
120465,2021-07-12,48.512
120465,2021-07-13,48.8477
120465,2021-07-14,48.7284
120465,2021-07-15,48.023
120465,2021-07-16,48.1295
120465,2021-07-19,48.3103
120465,2021-07-20,48.8104
120465,2021-07-21,49.1961
120465,2021-07-22,50.1429
120465,2021-07-23,49.6465
120465,2021-07-26,50.9723
120465,2021-07-27,51.1006
120465,2021-07-28,51.499
120465,2021-07-29,51.2022
120465,2021-07-30,50.8848
120465,2021-08-02,51.5399
120465,2021-08-03,51.8836
120465,2021-08-04,52.5599
120465,2021-08-05,51.6346
120465,2021-08-06,50.8584
120465,2021-08-09,51.5559
120465,2021-08-10,50.5355
120465,2021-08-11,51.2706
120465,2021-08-12,51.2684
120465,2021-08-13,52.7596
120465,2021-08-16,53.2363
120465,2021-08-17,53.6594
120465,2021-08-18,54.0718
120465,2021-08-19,54.9803
120465,2021-08-20,54.0542
120465,2021-08-23,52.9733
120465,2021-08-24,52.8336
120465,2021-08-25,52.9812
120465,2021-08-26,53.5325
120465,2021-08-27,54.1833
120465,2021-08-30,52.9471
120465,2021-08-31,52.4721
120465,2021-09-01,53.7956
120465,2021-09-02,52.8475
120465,2021-09-03,52.4818
120465,2021-09-06,51.8145
120465,2021-09-07,51.4489
120465,2021-09-08,51.7903
120465,2021-09-09,51.3515
120465,2021-09-10,51.1946
120465,2021-09-13,52.0128
120465,2021-09-14,52.1044
120465,2021-09-15,52.083
120465,2021-09-16,52.1949
120465,2021-09-17,52.2048
120465,2021-09-20,52.0729
120465,2021-09-21,53.0641
120465,2021-09-22,52.965
120465,2021-09-23,52.0697
120465,2021-09-24,52.3602
120465,2021-09-27,52.1301
120465,2021-09-28,51.1989
120465,2021-09-29,51.6744
120465,2021-09-30,52.2142
120465,2021-10-01,52.1684
120465,2021-10-04,52.3955
120465,2021-10-05,52.1702
120465,2021-10-06,52.1271
120465,2021-10-07,52.1337
120465,2021-10-08,52.4684
120465,2021-10-11,52.6766
120465,2021-10-12,52.7805
120465,2021-10-13,51.8629
120465,2021-10-14,52.2292
120465,2021-10-15,51.9481
120465,2021-10-18,51.6748
120465,2021-10-19,51.8028
120465,2021-10-20,50.3243
120465,2021-10-21,49.8485
120465,2021-10-22,49.383
120465,2021-10-25,49.0804
120465,2021-10-26,49.2692
120465,2021-10-27,49.5175
120465,2021-10-28,49.5359
120465,2021-10-29,49.8413
120465,2021-11-01,50.2764
120465,2021-11-02,50.784
120465,2021-11-03,50.6199
120465,2021-11-04,50.392
120465,2021-11-05,50.7579
120465,2021-11-08,51.8596
120465,2021-11-09,52.5715
120465,2021-11-10,52.1383
120465,2021-11-11,53.2051
120465,2021-11-12,52.7935
120465,2021-11-15,52.2165
120465,2021-11-16,52.9083
120465,2021-11-17,52.3513
120465,2021-11-18,52.5198
120465,2021-11-19,52.1258
120465,2021-11-22,51.7441
120465,2021-11-23,51.8493
120465,2021-11-24,52.494
120465,2021-11-25,53.62
120465,2021-11-26,52.4547
120465,2021-11-29,50.8541
120465,2021-11-30,49.8827
120465,2021-12-01,49.9247
120465,2021-12-02,50.026
120465,2021-12-03,50.3426
120465,2021-12-06,49.8907
120465,2021-12-07,48.7234
120465,2021-12-08,50.2447
120465,2021-12-09,49.8528
120465,2021-12-10,49.6919
120465,2021-12-13,48.4988
120465,2021-12-14,48.4273
120465,2021-12-15,48.0263
120465,2021-12-16,49.2104
120465,2021-12-17,48.8043
120465,2021-12-20,47.3155
120465,2021-12-21,48.548
120465,2021-12-22,48.0248
120465,2021-12-23,48.6982
120465,2021-12-24,48.1433
120465,2021-12-27,48.8638
120465,2021-12-28,48.316
120465,2021-12-29,47.5255
120465,2021-12-30,48.571
120465,2021-12-31,46.8259
120465,2022-01-03,46.8361
120465,2022-01-04,47.1962
120465,2022-01-05,47.8963
120465,2022-01-06,47.2322
120465,2022-01-07,47.1075
120465,2022-01-10,47.3758
120465,2022-01-11,48.7207
120465,2022-01-12,48.9827
120465,2022-01-13,48.4427
120465,2022-01-14,48.6411
120465,2022-01-17,49.4134
120465,2022-01-18,49.4246
120465,2022-01-19,49.7381
120465,2022-01-20,48.2835
120465,2022-01-21,48.7299
120465,2022-01-24,47.7445
120465,2022-01-25,48.5562
120465,2022-01-26,47.2403
120465,2022-01-27,47.6888
120465,2022-01-28,48.4199
120465,2022-01-31,48.2079
120465,2022-02-01,46.8837
120465,2022-02-02,46.8996
120465,2022-02-03,47.4538
120465,2022-02-04,46.516
120465,2022-02-07,46.7385
120465,2022-02-08,47.2187
120465,2022-02-09,47.3873
120465,2022-02-10,48.3285
120465,2022-02-11,48.5444
120465,2022-02-14,49.2022
120465,2022-02-15,50.4178
120465,2022-02-16,50.8599
120465,2022-02-17,50.9083
120465,2022-02-18,50.8772
120465,2022-02-21,51.404
120465,2022-02-22,51.1929
120465,2022-02-23,52.0881
120465,2022-02-24,51.9683
120465,2022-02-25,53.0724
120465,2022-02-28,54.2746
120465,2022-03-01,53.4371
120465,2022-03-02,53.6642
120465,2022-03-03,55.1429
120465,2022-03-04,56.8779
120465,2022-03-07,56.2761
120465,2022-03-08,56.6052
120465,2022-03-09,57.1544
120465,2022-03-10,56.6942
120465,2022-03-11,56.2369
120465,2022-03-14,55.9434
120465,2022-03-15,56.2134
120465,2022-03-16,56.7498
120465,2022-03-17,57.9524
120465,2022-03-18,57.8421
120465,2022-03-21,58.3192
120465,2022-03-22,57.6019
120465,2022-03-23,58.1539
120465,2022-03-24,56.9552
