scheme_code,date,nav
118989,2021-06-04,50.7038
118989,2021-06-07,50.6891
118989,2021-06-08,50.2102
118989,2021-06-09,49.2202
118989,2021-06-10,49.4793
118989,2021-06-11,49.5211
118989,2021-06-14,49.71
118989,2021-06-15,50.2058
118989,2021-06-16,49.1936
118989,2021-06-17,48.7405
118989,2021-06-18,49.4921
118989,2021-06-21,49.8805
118989,2021-06-22,49.2642
118989,2021-06-23,49.3397
118989,2021-06-24,49.2804
118989,2021-06-25,49.3251
118989,2021-06-28,48.4908
118989,2021-06-29,48.2601
118989,2021-06-30,48.5921
118989,2021-07-01,48.7756
118989,2021-07-02,49.6816
118989,2021-07-05,50.7208
118989,2021-07-06,49.7427
118989,2021-07-07,49.8809
118989,2021-07-08,50.0283
118989,2021-07-09,49.7283
118989,2021-07-12,50.9129
118989,2021-07-13,51.0666
118989,2021-07-14,50.909
118989,2021-07-15,52.1266
118989,2021-07-16,52.1014
118989,2021-07-19,53.2131
118989,2021-07-20,53.4818
118989,2021-07-21,53.492
118989,2021-07-22,52.1991
118989,2021-07-23,51.9796
118989,2021-07-26,51.1925
118989,2021-07-27,50.0423
118989,2021-07-28,49.8276
118989,2021-07-29,48.495
118989,2021-07-30,48.6593
118989,2021-08-02,48.7508
118989,2021-08-03,48.8632
118989,2021-08-04,47.3359
118989,2021-08-05,48.3067
118989,2021-08-06,48.9264
118989,2021-08-09,49.2041
118989,2021-08-10,48.9697
118989,2021-08-11,49.2509
118989,2021-08-12,48.7922
118989,2021-08-13,48.2407
118989,2021-08-16,48.0208
118989,2021-08-17,47.1513
118989,2021-08-18,45.9672
118989,2021-08-19,46.0776
118989,2021-08-20,45.8655
118989,2021-08-23,46.3359
118989,2021-08-24,45.7618
118989,2021-08-25,45.2822
118989,2021-08-26,45.1262
118989,2021-08-27,45.9513
118989,2021-08-30,45.7682
118989,2021-08-31,46.2994
118989,2021-09-01,46.3185
118989,2021-09-02,46.6921
118989,2021-09-03,45.3583
118989,2021-09-06,45.3276
118989,2021-09-07,45.6446
118989,2021-09-08,47.4415
118989,2021-09-09,47.9339
118989,2021-09-10,47.8155
118989,2021-09-13,47.7837
118989,2021-09-14,47.6409
118989,2021-09-15,48.0017
118989,2021-09-16,49.071
118989,2021-09-17,49.0088
118989,2021-09-20,49.027
118989,2021-09-21,49.2111
118989,2021-09-22,48.8801
118989,2021-09-23,49.522
118989,2021-09-24,49.0653
118989,2021-09-27,47.5904
118989,2021-09-28,49.1636
118989,2021-09-29,49.3346
118989,2021-09-30,50.0519
118989,2021-10-01,50.1575
118989,2021-10-04,49.8991
118989,2021-10-05,50.1718
118989,2021-10-06,50.5479
118989,2021-10-07,50.2565
118989,2021-10-08,50.5744
118989,2021-10-11,49.6643
118989,2021-10-12,49.5906
118989,2021-10-13,48.5918
118989,2021-10-14,48.8557
118989,2021-10-15,48.0901
118989,2021-10-18,48.7557
118989,2021-10-19,48.0728
118989,2021-10-20,47.8466
118989,2021-10-21,48.9569
118989,2021-10-22,49.1018
118989,2021-10-25,49.7201
118989,2021-10-26,49.1507
118989,2021-10-27,49.3953
118989,2021-10-28,49.378
118989,2021-10-29,50.5906
118989,2021-11-01,51.2014
118989,2021-11-02,50.8774
118989,2021-11-03,50.4833
118989,2021-11-04,50.9492
118989,2021-11-05,50.9991
118989,2021-11-08,50.6339
118989,2021-11-09,50.5502
118989,2021-11-10,50.0355
118989,2021-11-11,50.5314
118989,2021-11-12,50.5128
