scheme_code,date,nav
101539,2021-06-04,120.2259
101539,2021-06-07,121.023
101539,2021-06-08,120.8158
101539,2021-06-09,121.5402
101539,2021-06-10,121.2627
101539,2021-06-11,121.8848
101539,2021-06-14,123.075
101539,2021-06-15,124.1017
101539,2021-06-16,126.1696
101539,2021-06-17,126.8843
101539,2021-06-18,126.6846
101539,2021-06-21,126.381
101539,2021-06-22,127.3901
101539,2021-06-23,126.4818
101539,2021-06-24,124.6038
101539,2021-06-25,124.9747
101539,2021-06-28,125.3574
101539,2021-06-29,123.5017
101539,2021-06-30,123.7973
101539,2021-07-01,124.3397
101539,2021-07-02,123.1646
101539,2021-07-05,122.3421
101539,2021-07-06,121.784
101539,2021-07-07,123.1481
101539,2021-07-08,124.2808
101539,2021-07-09,123.2323
101539,2021-07-12,124.7176
101539,2021-07-13,127.2636
101539,2021-07-14,127.0267
101539,2021-07-15,128.3241
101539,2021-07-16,128.0593
101539,2021-07-19,128.0637
101539,2021-07-20,127.8208
101539,2021-07-21,127.5012
101539,2021-07-22,126.3104
101539,2021-07-23,126.3751
101539,2021-07-26,127.2766
101539,2021-07-27,126.2189
101539,2021-07-28,126.5255
101539,2021-07-29,129.2918
101539,2021-07-30,130.6876
101539,2021-08-02,130.659
101539,2021-08-03,130.787
101539,2021-08-04,131.2601
101539,2021-08-05,130.3249
101539,2021-08-06,129.3049
101539,2021-08-09,128.6985
101539,2021-08-10,128.7396
101539,2021-08-11,127.8284
101539,2021-08-12,126.0367
101539,2021-08-13,125.6209
101539,2021-08-16,125.3192
101539,2021-08-17,123.8836
101539,2021-08-18,125.2608
101539,2021-08-19,123.9913
101539,2021-08-20,122.575
101539,2021-08-23,121.9785
101539,2021-08-24,121.0732
101539,2021-08-25,121.8007
101539,2021-08-26,121.7031
101539,2021-08-27,122.1834
101539,2021-08-30,121.8107
101539,2021-08-31,122.3808
101539,2021-09-01,122.578
101539,2021-09-02,123.6564
101539,2021-09-03,123.1915
101539,2021-09-06,123.3109
101539,2021-09-07,123.6794
101539,2021-09-08,121.6592
101539,2021-09-09,121.5961
101539,2021-09-10,121.5668
101539,2021-09-13,122.7488
101539,2021-09-14,122.2005
101539,2021-09-15,122.4359
101539,2021-09-16,123.8123
101539,2021-09-17,123.8234
101539,2021-09-20,122.8304
101539,2021-09-21,122.3261
101539,2021-09-22,120.8024
101539,2021-09-23,120.6127
