scheme_code,date,nav
100024,2021-06-04,149.2965
100024,2021-06-07,149.2772
100024,2021-06-08,148.8333
100024,2021-06-09,148.6489
100024,2021-06-10,148.4091
100024,2021-06-11,148.0254
100024,2021-06-14,147.6595
100024,2021-06-15,147.9165
100024,2021-06-16,148.0578
100024,2021-06-17,147.8874
100024,2021-06-18,148.521
100024,2021-06-21,148.3476
100024,2021-06-22,148.2548
100024,2021-06-23,148.4889
100024,2021-06-24,148.5848
100024,2021-06-25,148.1618
100024,2021-06-28,148.3716
100024,2021-06-29,148.963
100024,2021-06-30,149.4428
100024,2021-07-01,148.9808
100024,2021-07-02,148.4226
100024,2021-07-05,148.439
100024,2021-07-06,149.3511
100024,2021-07-07,149.0703
100024,2021-07-08,149.0002
100024,2021-07-09,149.2054
100024,2021-07-12,149.8334
100024,2021-07-13,149.8124
100024,2021-07-14,149.7339
100024,2021-07-15,149.347
100024,2021-07-16,149.8204
100024,2021-07-19,149.7508
100024,2021-07-20,149.9311
100024,2021-07-21,149.7682
100024,2021-07-22,149.752
100024,2021-07-23,150.268
100024,2021-07-26,150.0266
100024,2021-07-27,150.2017
100024,2021-07-28,150.1222
100024,2021-07-29,150.1476
100024,2021-07-30,150.1428
100024,2021-08-02,149.4868
100024,2021-08-03,149.0431
100024,2021-08-04,148.7487
100024,2021-08-05,148.8846
100024,2021-08-06,148.6328
100024,2021-08-09,148.8946
100024,2021-08-10,149.1715
100024,2021-08-11,149.3196
100024,2021-08-12,149.0623
100024,2021-08-13,149.3151
100024,2021-08-16,150.0566
100024,2021-08-17,149.9377
100024,2021-08-18,150.0829
100024,2021-08-19,149.9851
100024,2021-08-20,149.7474
100024,2021-08-23,149.9287
100024,2021-08-24,150.1427
100024,2021-08-25,149.9922
100024,2021-08-26,149.0996
100024,2021-08-27,149.3203
100024,2021-08-30,149.0073
100024,2021-08-31,148.982
100024,2021-09-01,148.8738
100024,2021-09-02,148.9517
100024,2021-09-03,149.0913
100024,2021-09-06,149.2645
100024,2021-09-07,149.4471
100024,2021-09-08,149.2712
100024,2021-09-09,148.4664
100024,2021-09-10,148.4889
100024,2021-09-13,148.4979
100024,2021-09-14,149.1829
100024,2021-09-15,149.3707
100024,2021-09-16,149.3162
100024,2021-09-17,148.8364
100024,2021-09-20,148.7556
100024,2021-09-21,148.952
100024,2021-09-22,149.2791
100024,2021-09-23,149.5653
100024,2021-09-24,149.9512
100024,2021-09-27,149.6261
100024,2021-09-28,149.945
100024,2021-09-29,151.0427
100024,2021-09-30,151.1515
100024,2021-10-01,151.6836
100024,2021-10-04,151.4997
100024,2021-10-05,152.211
100024,2021-10-06,152.853
100024,2021-10-07,152.5138
100024,2021-10-08,152.123
100024,2021-10-11,152.7345
100024,2021-10-12,152.3084
100024,2021-10-13,152.7891
100024,2021-10-14,153.1176
100024,2021-10-15,153.3501
100024,2021-10-18,153.5713
100024,2021-10-19,153.0805
100024,2021-10-20,152.9237
100024,2021-10-21,153.5508
100024,2021-10-22,153.2781
100024,2021-10-25,152.9758
100024,2021-10-26,153.5465
100024,2021-10-27,153.2577
100024,2021-10-28,153.1688
100024,2021-10-29,153.1605
100024,2021-11-01,153.8649
100024,2021-11-02,154.0996
100024,2021-11-03,154.6843
100024,2021-11-04,155.0542
100024,2021-11-05,154.4745
100024,2021-11-08,153.7982
100024,2021-11-09,154.2815
100024,2021-11-10,154.103
100024,2021-11-11,154.6412
100024,2021-11-12,155.2344
100024,2021-11-15,155.4568
100024,2021-11-16,154.602
100024,2021-11-17,154.3992
100024,2021-11-18,154.5155
100024,2021-11-19,154.588
100024,2021-11-22,154.4799
100024,2021-11-23,154.8046
100024,2021-11-24,154.8848
100024,2021-11-25,154.5967
100024,2021-11-26,154.6444
100024,2021-11-29,154.084
100024,2021-11-30,154.3284
100024,2021-12-01,154.107
100024,2021-12-02,154.2644
100024,2021-12-03,154.2185
100024,2021-12-06,154.7081
100024,2021-12-07,154.5913
100024,2021-12-08,154.1901
100024,2021-12-09,154.1995
100024,2021-12-10,153.5961
100024,2021-12-13,153.269
100024,2021-12-14,152.9625
100024,2021-12-15,152.8129
100024,2021-12-16,153.6162
100024,2021-12-17,153.1472
100024,2021-12-20,153.8839
100024,2021-12-21,153.5089
100024,2021-12-22,152.9428
100024,2021-12-23,152.9389
100024,2021-12-24,152.8994
100024,2021-12-27,152.9485
100024,2021-12-28,152.0921
100024,2021-12-29,151.9079
100024,2021-12-30,151.6844
100024,2021-12-31,151.3473
100024,2022-01-03,151.5891
100024,2022-01-04,152.3207
100024,2022-01-05,152.4078
100024,2022-01-06,152.8752
100024,2022-01-07,153.115
100024,2022-01-10,152.8146
100024,2022-01-11,152.6653
100024,2022-01-12,152.5576
100024,2022-01-13,152.5154
100024,2022-01-14,152.5363
100024,2022-01-17,152.5798
100024,2022-01-18,152.2614
100024,2022-01-19,152.329
100024,2022-01-20,152.6012
100024,2022-01-21,152.025
100024,2022-01-24,152.0655
100024,2022-01-25,152.3807
100024,2022-01-26,152.0091
100024,2022-01-27,152.4983
100024,2022-01-28,152.0938
100024,2022-01-31,151.7133
100024,2022-02-01,151.3731
100024,2022-02-02,151.4443
100024,2022-02-03,151.4188
100024,2022-02-04,151.0785
100024,2022-02-07,151.4071
100024,2022-02-08,151.9633
100024,2022-02-09,151.8018
100024,2022-02-10,152.044
100024,2022-02-11,152.6186
100024,2022-02-14,152.5759
100024,2022-02-15,152.1623
100024,2022-02-16,152.9764
100024,2022-02-17,153.4142
100024,2022-02-18,153.5152
100024,2022-02-21,153.1243
100024,2022-02-22,152.6977
100024,2022-02-23,152.7432
100024,2022-02-24,152.4433
100024,2022-02-25,152.446
100024,2022-02-28,152.4875
100024,2022-03-01,152.2474
100024,2022-03-02,151.9931
100024,2022-03-03,152.3799
100024,2022-03-04,152.0259
100024,2022-03-07,152.1641
100024,2022-03-08,152.1864
100024,2022-03-09,152.2835
100024,2022-03-10,151.8882
100024,2022-03-11,152.0992
100024,2022-03-14,152.249
100024,2022-03-15,151.9826
100024,2022-03-16,151.6301
100024,2022-03-17,151.2433
100024,2022-03-18,151.3919
100024,2022-03-21,151.2256
100024,2022-03-22,151.3846
100024,2022-03-23,150.9987
100024,2022-03-24,151.5493
100024,2022-03-25,151.061
100024,2022-03-28,150.8128
100024,2022-03-29,151.2761
100024,2022-03-30,151.5881
100024,2022-03-31,151.5595
100024,2022-04-01,151.479
100024,2022-04-04,151.5706
100024,2022-04-05,151.4758
100024,2022-04-06,151.6114
100024,2022-04-07,151.3343
100024,2022-04-08,151.4391
100024,2022-04-11,151.8019
100024,2022-04-12,151.6523
100024,2022-04-13,151.8313
100024,2022-04-14,151.864
100024,2022-04-15,152.0191
100024,2022-04-18,152.5609
100024,2022-04-19,152.1945
100024,2022-04-20,151.7465
100024,2022-04-21,151.8779
100024,2022-04-22,152.169
100024,2022-04-25,152.492
100024,2022-04-26,152.256
100024,2022-04-27,151.8617
100024,2022-04-28,151.8792
100024,2022-04-29,150.6997
100024,2022-05-02,151.0759
100024,2022-05-03,151.0449
100024,2022-05-04,150.6951
100024,2022-05-05,150.6194
100024,2022-05-06,151.2232
100024,2022-05-09,150.7164
100024,2022-05-10,150.3015
